label,text,source
1,"Speaker 1: Have to give... Take the picture and send it to me, okay?\nSpeaker 2: Is that right? Okay, I just felt so bad.\nSpeaker 1: Send it to me, okay?\nSpeaker 2: I didn't want you to lose your job.\nSpeaker 1: Yeah, send me...\nSpeaker 2: I went to the store to get it for you.\nSpeaker 1: I work...\nSpeaker 2: Did you get it?\nSpeaker 1: Why are you wasting our time? ...\nSpeaker 2: I'm not... I'm not wasting your time. I'm just trying to give you the cards. I don't want you to get in trouble. I'm just trying to give you the cards. I don't want you to get in trouble.\nSpeaker 1: You are playing with a...\nSpeaker 2: Will that work?\nSpeaker 1: Not ever call here again.\nSpeaker 2: Can you send them?\nSpeaker 1: Fuck you, motherfucker.\nSpeaker 2: Oh, little... Little baby. I'm just going to write... Oops.\n",output_1550.txt
1,"Speaker 2: Okay.\nSpeaker 1: So, the rest of the card? Oh, there she is. Huh, baby? She'll probably watch this video when she grows up.\nSpeaker 2: What video?\nSpeaker 1: Congratulations, you're the star. Say hi to everyone. I just find it funny that you're using your time Southern mom, who has nothing better to do\nSpeaker 2: Okay. Go ahead.\nSpeaker 1: I think you're some diva.\nSpeaker 2: Yeah, that's correct.\nSpeaker 1: I thought you ate with that one, but the only thing you're eating is the restraining order that is about to be shoved down your throat.\nSpeaker 2: And you're clearly not eating anything.\nSpeaker 1: Had enough fun, you suck.\nSpeaker 2: Bye.\nSpeaker 2: Bye.\n",output_1554.txt
0,"Speaker 1: I showed you the problem screen.\nSpeaker 2: No, I would never call you an idiot! That just came up on the computer! I think it might be the malware! He won't be able to turn them off. Like, he's... it's just...\nSpeaker 1: Okay.\nSpeaker 2: I'm not going to be able to fill out his little form that he wants me to fill out.\nSpeaker 1: I will just type in our toll-free number for your future support. Okay. Thank you. I will give you the…\nSpeaker 2: ...kind of clear up. Just get some of this sorted out. That way we can focus on the... ...name on...\nSpeaker 1: …of the company. Sure.\nSpeaker 2: You're just going to plow her through it?\nSpeaker 1: Session up, ma'am. You can come. Quiet it, ma'am. We would like… Oh, sure.\nSpeaker 2: Dude, is this normal?\nSpeaker 1: Which card would you be paying it to?\nSpeaker 2: I think I gotta think about it.\nSpeaker 1: All right. So you can think about it. I'm out of the computer now, ma'am. Okay.\nSpeaker 2: ...call us back. Thank you. I feel like you might have lied a little bit. Is it?\n",output_20250226_170558.txt
0,"Speaker 1: I mean, I could give it a shot. If not, I'd be willing to buy this $5,000 thick camping tarp with grime in it.\nSpeaker 2: Oh, no, no\nSpeaker 1: I could send it your way. But if you'd rather me do the wire, I can give that a shot.\nSpeaker 2: Oh, I can give you an account number\nSpeaker 1: No.\nSpeaker 2: And the stores will not allow you to buy that much of gift cards\nSpeaker 1: If you want, I can do two $2,500 tarps.\nSpeaker 2: I... If you have the card right now I will give you the account",output_2323.txt
1,"Speaker 1:  You do have power over the impact that you make with other people and taking a beat before you walk in the room or you walk in the meeting or you walk into the party or you walk up to the sidelines at your kid's soccer game to really remind yourself what kind of person do I want to be and now let me align what I say and the energy that I bring to represent that. That's the crazy part about it. It's also the most simple part about it and that is it is simply within your control\nSpeaker 2:  When you walk away from an interaction from somebody and you go I really like that person. What was it? What was it that you liked? They said something nice about me\n",output_1Communicate_with_Confidence_The_Blueprint_for_Mastering_Ever.txt
1,"Speaker 1: Great. Well, you say you have an interest in outdoor activities, so this would be a great company for you to work at. That being said, what else do you know about our company?\nSpeaker 2: Well, I know you've been around for a long time, since the late 1930s and what really caught my attention the most was the idea that it was started by people who had a passion for the outdoors and found a way to involve others in their experience. I like the idea too that your company is consistently ranked among the top 100 companies to work for by Fortune magazine and I thought growing with a company that has that level of success would be a good place to be.\n",output_1Job_Interview___Good_Example_copy.txt
0,"Speaker 1: And this cannot come late\nSpeaker 2: Okay.\nSpeaker 1: Because I have to use this for my children Um before christmas comes around because I just need this to be\nSpeaker 2: No problem.\nSpeaker 1: Did you understand what I said\nSpeaker 2: Yes. Okay.\nSpeaker 1: Oh, did someone just scream\nSpeaker 2: Scream? No. No?\nSpeaker 1: Was that you then no, I didn't hear anything. You sure there isn't a kiddo in there you got kiddos. No, I don't have any kids\nSpeaker 2: Well, here, let me grab my MasterCard.\nSpeaker 1: And what is the 16 digit number fly\nSpeaker 2: Sentence, six and two.\nSpeaker 1: Sermon breakfast amps nines\nSpeaker 2: Excuse me?\nSpeaker 1: I beg your pardon I didn't quite understand\nSpeaker 2: Can you kind of repeat that? It is 3-3-8-3. Who was that?\nSpeaker 1: Who's behind you no one Oh, well, I love your laugh tiana, thank you. Is that the laugh you do when you scam people for hundreds of dollars We don't scam people here I heard your daughter in the background and when she grows up\n",output_1545.txt
0,"Speaker 2: Where are you now? Oh open your notepad mother should open your notepad \nSpeaker 1: What if we just Buy the $7,000 one. It's just I need something. I don't want to lose my...\nSpeaker 2: Do you see so you got only three cards right each for a 500 by WBQ\nSpeaker 1: Yeah. Huh?\nSpeaker 2: One minute just one minute. Sir, these cards aren't right. We are 1h YWBQ you gave me the wrong card number the first one. Do you see FB 5 7 the first one?\nSpeaker 1: Well, it's hard because some of these cards, the numbers are hard to...\nSpeaker 2: You\nSpeaker 1: The numbers in our letters, they look the same, you know? Is there a way to check? How do you know whether there's money on there or not?\n",output_2323.txt
0,"Speaker 2: I watched the video.\nSpeaker 1: True, ma'am. What are you doing? I told you not to do anything.\nSpeaker 2: Let me get the next one for you. I don't mind doing this stuff either because, you know, I'm not going to get paid for it.\nSpeaker 1: Don't do anything. Ma'am, I told you don't do anything.\nSpeaker 2: I don't mind doing this stuff either because, you know, I like to make sure everyone gets fair is fair.\nSpeaker 1: Don't do anything.\nSpeaker 2: You know? And you accidentally said...\nSpeaker 1: Too much. If you will take it, I will not get my money. I said close that page. What? I'm not getting my money, ma'am. If you are doing this, I will not get my money. I said close that page.\nSpeaker 2: Oh, okay. Do you need to check it?\nSpeaker 1: You just erased the number.\nSpeaker 2: I didn't give you these two yet. Did you want to do it yourself? Sure. Sorry, hold on. You remind me of my grandson. He likes to click things too. Alright, you can click the redeem button.\n",output_1550.txt
0,"Speaker 1: Can you just tell me how many bank accounts do you own, as per your knowledge and information?\nSpeaker 2: That's correct. Okay, now... We have nothing...\nSpeaker 1: And you told my officer that you want to speak to a senior officer, correct?\nSpeaker 2: Well, if it has nothing to do with illegal activities, why do I have to give you my personal information?\nSpeaker 1: Go ahead and let me know how many bank accounts are originally owned by you, having to do with illegal activities.\nSpeaker 2: tell you how many bank accounts I have? Okay. Well, I just don't understand why I'm giving you my... I would like to know what the allegations are against me and what you're going to take out a warrant for.\n",output_1622.txt
0,"Speaker 1: Okay, perfect. I'm sorry, did you understand what I said?\nSpeaker 2: Yes.\nSpeaker 1: Okay, so you want, um, the Visa? Oh, but y'all don't take Amex, don't you?\nSpeaker 2: Do you have a brain?\nSpeaker 1: Did someone just scream?\nSpeaker 2: No.\nSpeaker 1: I'm sure there isn't a kiddo in there. Well, here, let me grab my MasterCard. Five. Seven. Six and two. Zero. Nines.\nSpeaker 2: Excuse me?\nSpeaker 1: I beg your pardon?\nSpeaker 2: I didn't quite understand that. Can you kind of repeat that?\nSpeaker 1: It is 3383. Who was that? Who? I love your laugh, Tian. Is that the laugh you do when you scam people for hundreds of dollars? And when she grows up to find out, Tian.\nSpeaker 2: Okay.\nSpeaker 1: Obviously, you're no fit to be a mother. She grows up.\nSpeaker 2: Let me continue.\nSpeaker 1: I have six kids and they're all in their bedrooms in their queen-sized beds because I make a living for them and\nSpeaker 2: They're all...\nSpeaker 1: Well, you act like one, too.\n",output_1554.txt
1,"Speaker 2: ...this...\nSpeaker 1: This is a smart machine. Whenever it finds out that there are any problems on the computer, we will be able to fix these problems.\nSpeaker 2: ...an email... ...it's... Oh, Nagoosh wants to hog!\nSpeaker 1: Okay.\nSpeaker 2: What problems are they, exactly?\nSpeaker 1: This could be the driver.\nSpeaker 1: Your drivers are stopping the computer right now. It could be the problems we have noticed on the computer.\nSpeaker 2: But there's actual malware living on the computer.\nSpeaker 1: We will just show it to you. Okay. These are the drivers. This is the description of the drivers. These are the windows.\n",output_20250226_170558.txt
1,"Speaker 1: Bye. Bye. Bye. Bye. Bye. Bye.\nSpeaker 2: Is that right?\nSpeaker 1: Yeah, I mean, um, why so serious? I mean, the other guy was just giving me all the information, but, you know, he was kind of working to calm me down because I'm a little freaked out about the situation.\nSpeaker 2: ...\nSpeaker 1: But, yeah, I really need this arrest warrant. I've never had an arrest warrant on my name before. Is this, is that, what does that mean? Does that mean they're going to come and get me now? Or is it kind of like, you know, I just have to freak out about it for the rest of my life, like to infinity and beyond, you know?\nSpeaker 2: ...go ahead, resolve this situation without involving any of your staff department.\nSpeaker 1: Yeah, well, the dude abides.\nSpeaker 2: All right. So... Okay. ...during the past five years, how did you file your taxes? Did you hire somebody else to file your taxes or you filed your taxes with the help of the private companies like the TurboTaxes, H&R Block...\n",output_1644.txt
0,"Speaker 1: You want to verify.\nSpeaker 2: I don't see any products for the $500.\nSpeaker 1: Send to me first.\nSpeaker 2: I'm going to give it to America because I'm spoofing their demo and I don't know if we\nSpeaker 1: Let me refund you that money. After that, you can whatever you want. Okay. And I'm going to log in into my company's bank account. It is on your screen. As we work under security. That's right. No, don't do anything, ma'am.\nSpeaker 2: can both use it. I think I might need to restart my computer. Don't.\nSpeaker 1: Do anything. We are working on it.\nSpeaker 2: I'm going.\nSpeaker 1: To log in into my bank. That's why it's back.\nSpeaker 2: Yeah, I'm going to go ahead and just go ahead and restart it quick because it says work\nSpeaker 1: Don't do it. Don't you don't. Sure. Don't do anything. What do you have on the screen? No problem.\n",output_1550.txt
1,"Speaker 2: Oh, God. Computer. No, I have corn outside, though.\nSpeaker 1: You watch porn on the computer.\nSpeaker 2: Corn. Corn. I didn't notice, but he uploaded corn to my computer. Really?\nSpeaker 1: No, no, no.\nSpeaker 2: For scientific research purposes, can you... Where are they? Corn. Corn.\nSpeaker 1: Who watch the porn on the computer?\nSpeaker 2: Corn. Corn.\nSpeaker 1: Website.\nSpeaker 2: Corn. Corn.\nSpeaker 1: Because there's a lot of pornographic contents in your computer.\nSpeaker 2: Corn. Corn. Corn. Corn.\nSpeaker 1: I didn't.\n",output_20250226_170558.txt
0,"Speaker 1: Said that 70\nSpeaker 2: 28. And what is the expiration date of your...\nSpeaker 1: He's fighting so many different things do you have a dog\nSpeaker 2: Sir, what are you doing? Are you... You're wasting my time. Sir, you're wasting my time.\nSpeaker 1: I gave you my data\nSpeaker 2: Expiration date. Expiration date of your credit card.\nSpeaker 1: Okay, could you hold on cuz I gotta go get that\nSpeaker 2: Okay. Okay.\nSpeaker 1: Can you just hold the line\nSpeaker 2: Okay, okay, okay, okay, okay. Okay, I'll be...\nSpeaker 1: Back in like 30 seconds, don't go anywhere\nSpeaker 2: Alright? Yeah, sure.\nSpeaker 1: Hey, hold on\nSpeaker 2: Okay. Okay. You there? Yeah.\n",output_1610.txt
1,"Speaker 2: you\nSpeaker 1: And the longer it ran, the worse the answer was. And Shannon worked on it as a student and he got so annoyed in his master's thesis, he invented digital logic. But he then went on to Bell Labs. And what he did there was communication was beginning to expand. There was more demand for phone lines. And so there's a question about how many phone lines, phone messages you could send down a wire.\nSpeaker 2: you\nSpeaker 1: And you could try to just make it better and better. He asked a question nobody had asked, which is rather than make it better and better, what's the limit to how good it can be? And he proved a couple things, but one of the main things he proved was a threshold theorem for channel capacity. And so what he showed was my voice to you right now is coming as a wave through sound. And the further you get, the worse it sounds. But people watching this are getting it as packets of data in a network.\n",output_1Claude_Shannon_at_MIT_The_best_masters_thesis_in_history__Ne.txt
0,"Speaker 2: The credit card, sir.\nSpeaker 1: Before responding, could you just hold on one second? Okay, hold on one second\nSpeaker 2: Yeah.\nSpeaker 1: Hey, sorry, go ahead\nSpeaker 2: Yeah, which credit card do you have?\nSpeaker 1: Sorry, could you just hold on one more second?\nSpeaker 2: Okay.\nSpeaker 1: Hello, sir\nSpeaker 2: Yeah, sir. Verify me your date of birth.\nSpeaker 1: No get off of that\nSpeaker 2: Let go!\nSpeaker 1: You\nSpeaker 2: Verify me your date of birth. Let go!\nSpeaker 1: That we just got this new dog and he's like eating\nSpeaker 2: Verify me your date of birth.\nSpeaker 1: February 2nd\nSpeaker 2: February 2nd, 19? Yes. What is the year? 19?\nSpeaker 1: Yes\nSpeaker 2: 19 what? 19?\nSpeaker 1: February 2nd\nSpeaker 2: Hello? 19 what? February 2nd, 19?\nSpeaker 1: Yeah, yeah, what February 78\nSpeaker 2: Yes. 19 what? 19. 19? What is the year? Yeah, I just...\n",output_1610.txt
1,"Speaker 2: That's a high impact event.\nSpeaker 1: There's layers upon layers upon layers where you're not getting out of there. Like 9-11, JFK.\nSpeaker 2: What is this, Jamie?\nSpeaker 1: Documents show CIA and FBI spied on John Lennon for fear of interrupting the election in 72. Which one was 72? Was that McGovern? I think that was when Hunter S. Thompson wrote Fear and Loathing on the Campaign Trail. McGovern and Nixon. Yeah. That was the one where Nixon won by the largest margin in history because McGovern's running mate turns out he was cuckoo and had gotten electroshock therapy and didn't tell anybody about it. Did you ever see the press conference when he announces that, bro, the dude looks like\nSpeaker 2: he just got out of the pool. He's fucking sweating. You thought Tim Walz was a bad VP. This guy, they're like, no, no, no, no, no, no, no. You can't be the vice president.\nSpeaker 1: If you study the Malcolm X assassination, the guy who is giving him mouth to mouth at the end is a New York police officer that was so undercover that even like the New York police didn't know about it. It was this crazy like secret group within the, they didn't even go through like getting their badges and anything like that. They were like separated early and then infiltrated all of these, these organizations. Like the guys who shot him were working with the FBI, the guy who's giving him CPR. But you know, this is my whole day. I always, you know, going back to the lizard people stuff at the beginning was like, yeah, if there wasn't this apex predator class like out there manipulating energy and manipulating people, like how much chaos would be happening in the world? You know, there always seems to be like, if you dig deeper, okay, there's an intelligence agent somewhere involved in that. And well, whenever you have money that's, I mean, this is back from war is a racket.\n",output_1The_Layers_of_Intelligence_Agencies_Involved_in_Assassinatio.txt
0,"Speaker 2: Give me the wrong card number, sir\nSpeaker 1: Uh, okay.\nSpeaker 2: What are you doing now do you have not eating I'm trying\nSpeaker 1: I'm going to check it to make sure it's working here. Oh, you know what, sir?\nSpeaker 2: I'm sorry\nSpeaker 1: Okay, so it's... I can't tell if it's an A or a B. The Hs and the Bs look the same.\nSpeaker 2: Here on it to it. Yes\nSpeaker 1: Okay, so it says you are...\nSpeaker 2: Give a click on complete\nSpeaker 1: Okay.\nSpeaker 2: That would be I'm sitting I think\nSpeaker 1: There's money on it. I think there's money on it.\nSpeaker 2: To be 500 you didn't give me that\nSpeaker 1: Okay.\nSpeaker 2: You already add your card in your account, sir. And what about the second? You\n",output_2323.txt
0,"Speaker 2: probably 15 minutes. Right. Give or take, yes. I believe so. And unless the previous\nSpeaker 1: 15 minutes. All right, and what's the time over there? You're in Miami, right? Okay, it's 1.24 there, right? Okay. All right, so you won't be able to, like, the store will be closed, right?\nSpeaker 2: technician can tell you I'm 81 years old. Yes, well the Walgreens. Yes, there is a 24-7.\nSpeaker 1: I know that. I know that. Do you have any pharmacy store near to you? Just a 24-7? Not a Walgreens, I'm asking about a 24-7.\nSpeaker 2: I think we could go there. What do you need me to go there for? Security tools. Well,\nSpeaker 1: Ma'am, I need you to purchase some security tools. Okay, so you can tell me, like, how far it is, the 24-7 medical store.\nSpeaker 2: if I had Nina come pick me up, I imagine that it would take, you know, from my house.\nSpeaker 1: Have you heard about Apple iTunes card?\n",output_174317.txt
1,"Speaker 1: Great. Can you describe a time for me ever that you may have disagreed on a decision that was made for you and staff members at work, and how did you deal with this? Sure.\nSpeaker 2: Within the field of education, there are new initiatives being rolled out all the time, and sometimes those initiatives get mandated. You have to teach this way this many times a week. And when something like that happens, I think it's important to go back to what you know about your profession or your skill set and be able to provide research that supports why you do what you do. And I think when faced with a difficulty, again, it's important to do what the boss says, and it's important to also advocate for what might be best for the customer or student. All right.\n",output_1Job_Interview___Good_Example_copy.txt
1,"Speaker 2: you\nSpeaker 1: So now compare a child playing with Lego and a state-of-the-art 3D printer or a computerized milling machine. The tower made by a child is more accurate than their motor control because the act of snapping the bricks together gives you a constraint on the joints. You can join bricks made out of dissimilar materials. You don't need a ruler for Lego because the geometry locally gives you the global parts. And there's no Lego trash. The parts have enough information to disassemble them.\nSpeaker 2: you\nSpeaker 1: Those are exactly the properties of a digital code. The unreliable is made reliable. Yes, absolutely. So what the ribosome figured out four billion years ago is how to embody these digital properties, but not for communication or computation in effect, but for construction. So a number of projects in my lab have been studying the idea of digital materials.\n",output_1Claude_Shannon_at_MIT_The_best_masters_thesis_in_history__Ne.txt
0,"Speaker 2: I'm sorry ok are you bald\nSpeaker 1: Yeah.\nSpeaker 2: do you have hair in your head\nSpeaker 1: How did you know that? Can you see me?\nSpeaker 2: ok no I didn't see you\nSpeaker 1: Yeah.\nSpeaker 2: after watching me spend almost all of my money their last resort is to ask for a Visa Vanilla gift card so I pretend to go to the store, pick up some gift cards and come back home\nSpeaker 1: I'm sorry. They didn't have any vanilla flavored cards, like you said. They just had vanilla.\nSpeaker 2: no worry I'm asking you about the google play gift card\nSpeaker 1: Google card.\nSpeaker 2: yes type it\nSpeaker 1: Is that what you're talking about? You know, on the back, it says open the Play Store. Scratch the label off.\nSpeaker 2: you just need to write down the numbers only only the 16 digit number nothing else just make it quick\nSpeaker 1: It says P.\nSpeaker 2: just make it quick what are you doing now don't open google play\nSpeaker 1: It has instructions on the back. I don't know if this is what you're supposed to do or not.\n",output_1828.txt
1,"Speaker 2: We need to remove your name from this black place.\nSpeaker 1: I'm not so worried about the arrest specifically. I mean, I do want to get the warrant off of my name, but they won't actually be able to arrest me. I actually live, like my residence is a hot air balloon.\nSpeaker 2: ...\nSpeaker 1: So if you tell the law enforcement, Rhodes, where we're going, we don't need Rhodes.\nSpeaker 2: ...\nSpeaker 1: You actually need a big drone, and then some handcuffs, and then someone to pilot it safely so it doesn't kill a big flock of pigs. So I'm not really sure what exactly needs to happen to get that taken off, at least get it off the record. But I would like to resolve this matter and get this figured out, because I'm having an old friend for dinner, and I don't have time for this.\n",output_1644.txt
1,"Speaker 1: I definitely hired somebody, and I don't take it lightly, I mean, I am serious, and don't call me Shirley. I hired this guy to do it, and he said that he knew about taxes, but, you know, honestly, for some reason, I couldn't see him. I mean, it was like I see dead people, you know, it was kind of like I walk in, and he\nSpeaker 2: ...\nSpeaker 1: just kind of wasn't really there with it, you know, he was just kind of spaced out. Maybe he was on Xanax. I don't know, honestly. But I hired him, and he told me that it was complete, and, you know, and then after he finished the taxes, he said, you know how to whistle, don't you, Steve? You just put your lips together and blow.\n",output_1644.txt
0,"Speaker 2: Okay, well, I appreciate your opinion. We, the government, have conducted an audit on your taxes filed for the year 2013-2017. And we have found out, yes, and we have found out that... ...there was a miscalculation here on the taxes which you have filed for those five years.\nSpeaker 1: Miscalculation.\nSpeaker 2: The tax record... ...does not match the tax record that we have here. The local authorities with an arrest warrant will come into place. Your driver's license will be cancelled and everything under your name, your properties, and your bank account will be frozen. And also, you could face a federal imprisonment for up to five years. The total amount outstanding on your name is $6,482. So now, on this well-recorded line, may I ask you that did you do this intentionally or was it by mistake?\nSpeaker 1: Well, it was definitely a mistake. I mean, I guess I've been a little distracted the last year or so. I mean, because as of January, I mean, I'm just one stomach flu away from my. So I was trying to focus on fitness and I spent a little bit more money on personal\n",output_1644.txt
1,"Speaker 1: Isn't the whole thing a search for meaning?\nSpeaker 2: Yeah, what's the meaning of life and all. But just generally, like I said, I would encourage people to read broadly in many different subject areas. And then try to find something where there's an overlap of your talents and what you're interested in. So people may be good at something, or they may have skill at a particular thing,\nSpeaker 1: but they don't like doing it.\nSpeaker 2: So you want to try to find a thing where you're, that's a good combination of the things that you're inherently good at, but you also like doing.\nSpeaker 1: And reading is a super fast shortcut to figure out where are you both good at it, you like doing it, and it will actually have positive impact.\nSpeaker 2: Well, you gotta learn about things somehow. So reading, a broad range, just really read it. More important when I was a kid, I read through the encyclopedia. So that was pretty helpful. And all sorts of things I didn't even know existed. Well, a lot, so obviously.\n",output_1Elon_Musk_Advice_for_Young_People__Lex_Fridman_Podcast_Clips.txt
1,"Speaker 1: somebody can use is ask the question to themselves and also to the person that loves them the most more than anybody\nSpeaker 2:  Who do my words say that I am? Who do my words say that I am? And that is a great question to ask yourself or you ask somebody else who do my words say that I am? Because often\nSpeaker 1: question to ask yourself or you ask somebody else who do my words say that I am? Because often what you say doesn't match exactly with who you want to be. I would encourage somebody to ask a friend, a spouse, the way that I speak what kind of energy does that give? Does that give anxiety?\nSpeaker 2: Do I rush my words? Do I speak too fast? Do I speak too slow? How do you want to tweak the room to understand how you want to communicate with that next person? So I would encourage\n",output_1Communicate_with_Confidence_The_Blueprint_for_Mastering_Ever.txt
0,"Speaker 1: Leave it.\nSpeaker 2: I usually just move them, you know, off the screen. Okay, yeah, I'll let you take care of it since you're the expert.\nSpeaker 1: Leave your mouse. Leave your mouse. Leave it. Leave it.\nSpeaker 2: Oh, I forgot I upgraded my computer with more cores.\nSpeaker 1: Your computer is hacked.\nSpeaker 2: Oh, God. It's not the hacker known as 4chan, is it?\nSpeaker 1: Let me find out why you're getting this problem.\nSpeaker 2: What is this? How long have you been working on computers?\nSpeaker 1: Wow.\nSpeaker 2: Let me show you. Where did you come up with that number, because that's not the number on the screen.\nSpeaker 1: Wow. Oh my goodness.\nSpeaker 2: Computer.\nSpeaker 1: It's a very, very critical condition in your computer. You have a virus and it can cost you a lot to get fixed.\n",output_20250226_170558.txt
0,"Speaker 2: May I ask you when was the last time you filed your federal taxes?\nSpeaker 1: I filed it last year, but I filed it late. I haven't filed my 2017 taxes yet, but I did them last year. But I told my CPA, like, I wanted to do it late because I honestly don't really agree with the whole tax thing. I told them, I mean, like, they may take our lives, but they'll never take our freedom. And so, but he's like, no, you have to do it or you won't have freedom.\nSpeaker 2: Okay, so are you an extension?\nSpeaker 1: Yeah, I'm on an extension. I'm on an extension for 2017. He told me that my CPA said that was an option, and I said, you complete me. Let's do it.\nSpeaker 2: Well, alright. First of all, write down my name. My name is ******. Got it. And the lawsuit has been filed against you by the Internal Revenue Service, so...\n",output_1644.txt
1,"Speaker 2: Just read, basically try to ingest as much information as you can and try to also just develop a good general knowledge. So you at least have a rough lay of the land of the knowledge landscape. Try to learn a little bit about a lot of things. Because you might not know what you're really interested in. How would you know what you're really interested in if you at least aren't doing it? Peripheral exploration broadly of the knowledge landscape. And talk to people from different walks of life and different industries and professions and skills and occupations. Just try to learn as much as possible. And then search for meaning.\n",output_1Elon_Musk_Advice_for_Young_People__Lex_Fridman_Podcast_Clips.txt
1,"Speaker 1: You need to buy.\nSpeaker 2: The manager said that there might be, you know, there's probably 2,000 if I were to get a couple crates. Is this Victor?\nSpeaker 1: Where are you?\nSpeaker 2: Oh, I'm at my house.\nSpeaker 1: And which card you. Are you.\nSpeaker 2: They're called Google. They seem perfect for the situation. I asked one of the people that work there.\nSpeaker 1: I told you. Listen to me.\nSpeaker 2: And who works at the PayPal store, right? With the... Because I wanted to get the balance board, waist-twisting board, fitness disc, anti-grab...\n",output_1550.txt
0,"Speaker 1: Oh, sorry.\nSpeaker 2: enter your name\nSpeaker 1: I just want to make sure I don't forget a tarp for my boat.\nSpeaker 2: ok the scammer sent $8000 of my own money to the checking account this is a command prompt but they call it the banking server to make it\nSpeaker 1: Okay.\nSpeaker 2: seem like something official is happening it's just a trick first you need to tell me is this your cell phone or home phone\nSpeaker 1: Listen, all I know is my iPad says I got $7,900 in my checking. And I don't know what's going on.\nSpeaker 2: ok do you know any grocery store nearby you did you heard about gift card\nSpeaker 1: Tell me about it. Are you there?\nSpeaker 2: yes I can hear you\nSpeaker 1: Yes.\nSpeaker 2: he's a little suspicious yes I'm here with you\nSpeaker 1: I'm trying to figure out what I'm supposed to be doing.\nSpeaker 2: show me your full face you supposed to go outside you supposed to buy gift card from CVS pharmacy\nSpeaker 1: Me out there? Unaccountable.\n",output_1828.txt
1,"Speaker 1: And I, and I think that would, that would be the way I would watch it. The transparency. I mean, Elon just, uh, by who he is in is incentivized to be transparent and show the bullshit in the system and to celebrate the victories. So it's going to be so exciting. I mean, honestly, it just makes government more exciting, which is a win for everybody. These people are spending our money. These people have enormous contempt for the taxpayer. Okay.\nSpeaker 2: Here's the thing you're here in Washington. Here's one of the things. So the first thing you hear is this is impossible. They'll be able to do nothing. And then, yeah, I walked them through this and they're like, they start to get, it starts\n",output_1US_debt_is_growing_by_1_trillion_every_100_days__Marc_Andree.txt
0,"Speaker 2: Take it or leave it.\nSpeaker 1: To log in once you in Duluth strong.\nSpeaker 2: Okay, so what do you mean?\nSpeaker 1: I said you need to log in into your online bank.\nSpeaker 2: Why do I have to log in there?\nSpeaker 1: Make instant transfer your bank and our bank. Both bank needs to be connected. Once you will log in after that, I will log in and I will transfer.\nSpeaker 2: What are you doing ma'am?\nSpeaker 1: What are you doing?\nSpeaker 2: I just wanted to verify.\nSpeaker 1: And I believe on the enter button.\nSpeaker 2: Significantly overcharged for this product. I don't see.\n",output_1550.txt
0,"Speaker 2: You're welcome.\nSpeaker 1: The last four of my social security number is\nSpeaker 2: You have been added to the Do Not Call List. ...of your social security number, Diana.\nSpeaker 1: I feel pretty secure.\nSpeaker 2: Have a good day, Diana. Thank you. Wait! No, Dan!\nSpeaker 1: That was so stupid.\nSpeaker 2: You have been added to the Do Not Call List. You have been added to the Do Not Call List.\nSpeaker 1: Is this due reservations for airlines? Okay, which airlines?\nSpeaker 2: Yes. Which airline do you want to fly with?\nSpeaker 1: Which one is the best airline for the United States? Okay.\nSpeaker 2: Thank you for calling Desolation.\nSpeaker 1: Do a Delta flight from Los Angeles to Atlanta, Georgia.\nSpeaker 2: Thank you for calling Desolation.\nSpeaker 1: We do first class for these flights, so I'll do first class.\n",output_1554.txt
1,"Speaker 1: Now, you are interviewing for a position that is not an entry-level position. And there is the possibility that those in our company that were overlooked for this position may have some animosity regarding the new hire for this position. So how do you approach this potential challenge here at the workplace?\nSpeaker 2: The important thing is to listen to the people around me and understand that I am a newcomer and that they know more about the work environment than I will coming in. I think because I have a friendly demeanor and I'm not confrontational when meeting new people that in time we'll have a chance to earn each other's mutual respect and understand that we both want the same thing, the company to grow and us to grow within the company.  \n",output_1Job_Interview___Good_Example_copy.txt
1,"Speaker 1: of the few, rule of the one. You could think about what's happening here as a little bit of a sandwich, right?\nSpeaker 2: Which is you have, you have, we don't have a monarch, but we have a president rule of\nSpeaker 1: the one with some power. And then we have the people who can't organize, but they can be informed and they can be aware\nSpeaker 2: and they can express themselves through voting and polling, right? And so there's a sandwich happening right now is the way to think about it, which is\nSpeaker 1: you've got basically monarch monarchy, if you get rule of one combining with rule of many, right?\nSpeaker 2: And rule of many is that you get to vote, right? The people do get to vote basically.\nSpeaker 1: And then essentially Congress as in this sort of permanent bureaucratic class in Washington as the oligarchy in the middle. And so the White House plus the people, um, I think have the power to do all kinds of\nSpeaker 2: things here.\n",output_1US_debt_is_growing_by_1_trillion_every_100_days__Marc_Andree.txt
